generator_model,task_id,dimension,value,rep,stripped_path,original_path,original_changed,remaining_concurrency_identifiers,remaining_security_identifiers,remaining_strip_concurrency_tokens,remaining_strip_security_tokens,sync_pattern_count,validation_pattern_count,exception_pattern_count,docstring_leakage_hits,comment_leakage_hits,structural_fingerprint_score,engineer_guessable,guess_rationale
anthropic,rate_limiter,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/rate_limiter/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/rate_limiter/security/v1/rep_5.py,True,0,0,0,2,0,1,0,0,0,1,yes,2 strip-alias tokens (type_check/trim/clean); 1 validation patterns; structural score 1
anthropic,sanitize_filename,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_1.py,True,0,0,0,2,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_2.py,True,0,0,0,2,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_3.py,True,0,0,0,2,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_4.py,True,0,0,0,2,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v0/rep_5.py,True,0,0,0,2,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_1.py,True,0,0,0,3,0,2,1,1,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_2.py,True,0,0,0,3,0,6,2,1,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_3.py,True,0,0,0,3,0,2,1,1,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_4.py,True,0,0,0,3,0,2,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/concurrency/v1/rep_5.py,True,0,0,0,4,0,2,1,1,0,0,no,no concurrency tokens or sync structure detected
anthropic,sanitize_filename,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v0/rep_1.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v0/rep_2.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v0/rep_3.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v0/rep_4.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v0/rep_5.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_1.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_2.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_3.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_4.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,sanitize_filename,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/sanitize_filename/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/sanitize_filename/security/v1/rep_5.py,True,0,0,0,2,0,4,2,0,0,8,yes,2 strip-alias tokens (type_check/trim/clean); 4 validation patterns; structural score 8
anthropic,validate_email_like,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_1.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_2.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_3.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_4.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v0/rep_5.py,True,0,0,0,1,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_1.py,True,0,0,0,1,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_2.py,True,0,0,0,1,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_3.py,True,0,0,0,1,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_4.py,True,0,0,0,1,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/concurrency/v1/rep_5.py,True,0,0,0,1,0,4,2,0,0,0,no,no concurrency tokens or sync structure detected
anthropic,validate_email_like,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_1.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
anthropic,validate_email_like,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_2.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
anthropic,validate_email_like,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_3.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
anthropic,validate_email_like,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_4.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
anthropic,validate_email_like,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v0/rep_5.py,True,0,0,0,1,0,3,1,0,0,5,yes,1 strip-alias tokens (type_check/trim/clean); 3 validation patterns; structural score 5
anthropic,validate_email_like,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_1.py,True,0,0,0,1,0,9,3,0,0,11,yes,1 strip-alias tokens (type_check/trim/clean); 9 validation patterns; structural score 11
anthropic,validate_email_like,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_2.py,True,0,0,0,1,0,9,3,0,0,11,yes,1 strip-alias tokens (type_check/trim/clean); 9 validation patterns; structural score 11
anthropic,validate_email_like,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_3.py,True,0,0,0,1,0,5,2,0,0,7,yes,1 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
anthropic,validate_email_like,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_4.py,True,0,0,0,1,0,9,3,0,0,11,yes,1 strip-alias tokens (type_check/trim/clean); 9 validation patterns; structural score 11
anthropic,validate_email_like,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/anthropic/validate_email_like/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/anthropic/validate_email_like/security/v1/rep_5.py,True,0,0,0,1,0,9,3,0,0,11,yes,1 strip-alias tokens (type_check/trim/clean); 9 validation patterns; structural score 11
openai,dependency_order,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v0/rep_1.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v0/rep_2.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v0/rep_3.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v0/rep_4.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v0/rep_5.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v1/rep_1.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v1/rep_2.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v1/rep_3.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v1/rep_4.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/concurrency/v1/rep_5.py,True,0,0,0,0,0,3,1,0,0,0,no,no concurrency tokens or sync structure detected
openai,dependency_order,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v0/rep_1.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,dependency_order,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v0/rep_2.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,dependency_order,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v0/rep_3.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,dependency_order,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v0/rep_4.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,dependency_order,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v0/rep_5.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,dependency_order,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v1/rep_1.py,True,0,0,0,3,0,6,3,0,0,8,yes,3 strip-alias tokens (type_check/trim/clean); 6 validation patterns; structural score 8
openai,dependency_order,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v1/rep_2.py,True,0,0,0,3,0,5,2,0,0,7,yes,3 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,dependency_order,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v1/rep_3.py,True,0,0,0,3,0,5,2,0,0,7,yes,3 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,dependency_order,security,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v1/rep_4.py,True,0,0,0,3,0,5,2,0,0,7,yes,3 strip-alias tokens (type_check/trim/clean); 5 validation patterns; structural score 7
openai,dependency_order,security,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/dependency_order/security/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/dependency_order/security/v1/rep_5.py,True,0,0,0,3,0,6,3,0,0,8,yes,3 strip-alias tokens (type_check/trim/clean); 6 validation patterns; structural score 8
openai,lru_cache,concurrency,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v0/rep_1.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v0/rep_2.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v0/rep_3.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v0/rep_4.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v0/rep_5.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v1/rep_1.py,False,0,0,0,0,0,2,0,0,0,0,no,no concurrency tokens or sync structure detected
openai,lru_cache,concurrency,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v1/rep_2.py,True,0,0,3,0,5,3,1,0,0,5,yes,"3 strip-alias tokens (ResourceGuard/module_x); 5 sync structural patterns (with self.lock, Thread/start/join)"
openai,lru_cache,concurrency,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v1/rep_3.py,True,0,0,3,0,5,2,0,0,0,5,yes,"3 strip-alias tokens (ResourceGuard/module_x); 5 sync structural patterns (with self.lock, Thread/start/join)"
openai,lru_cache,concurrency,v1,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v1/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v1/rep_4.py,True,0,0,3,0,5,3,1,0,0,5,yes,"3 strip-alias tokens (ResourceGuard/module_x); 5 sync structural patterns (with self.lock, Thread/start/join)"
openai,lru_cache,concurrency,v1,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/concurrency/v1/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/concurrency/v1/rep_5.py,True,0,0,3,0,5,2,0,0,0,5,yes,"3 strip-alias tokens (ResourceGuard/module_x); 5 sync structural patterns (with self.lock, Thread/start/join)"
openai,lru_cache,security,v0,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v0/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v0/rep_1.py,False,0,0,0,0,0,2,0,0,0,2,yes,2 validation patterns; structural score 2
openai,lru_cache,security,v0,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v0/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v0/rep_2.py,False,0,0,0,0,0,2,0,0,0,2,yes,2 validation patterns; structural score 2
openai,lru_cache,security,v0,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v0/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v0/rep_3.py,False,0,0,0,0,0,2,0,0,0,2,yes,2 validation patterns; structural score 2
openai,lru_cache,security,v0,4,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v0/rep_4.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v0/rep_4.py,False,0,0,0,0,0,2,0,0,0,2,yes,2 validation patterns; structural score 2
openai,lru_cache,security,v0,5,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v0/rep_5.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v0/rep_5.py,False,0,0,0,0,0,2,0,0,0,2,yes,2 validation patterns; structural score 2
openai,lru_cache,security,v1,1,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v1/rep_1.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v1/rep_1.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,lru_cache,security,v1,2,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v1/rep_2.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v1/rep_2.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
openai,lru_cache,security,v1,3,/home/cesar/papers/invert/invert/data/code_stripped/openai/lru_cache/security/v1/rep_3.py,/home/cesar/papers/invert/invert/data/code/openai/lru_cache/security/v1/rep_3.py,True,0,0,0,0,0,3,1,0,0,3,yes,3 validation patterns; structural score 3
